id,name,quality
1155,"Rute des Schlafwandlers",3
1156,"Reich mit Juwelen besetzter Ring",3
1158,"Robuste Metallkeule",1
1159,Milizsstecken,1
1161,Milizkurzschwert,1
1168,Schädelflammenschild,4
1169,Schwarzschädelschild,4
1171,"Gut vernähte Robe",1
1172,"Grausohns Fackel",2
1173,"Wettergegerbte Stiefel",1
1175,"Ein Goldzahn",0
1177,"Oil of Olaf",1
1178,"Explosive Rakete",1
1179,"Eiskalte Milch",1
1180,"Rolle der Ausdauer",1
1181,"Rolle der Willenskraft",1
1182,"Messingbeschlagene Armschienen",1
1183,"Elastische Handgelenksschützer",1
1187,Stachelhalsband,2
1189,Vorarbeiterring,2
1190,Vorarbeiterumhang,2
1191,"Tasche mit Murmeln",1
1194,Bastardschwert,1
1195,"Bergbauschaufel eines Kobolds",1
1196,Tabar,1
1197,"Riesiger Streitkolben",1
1198,Claymore,1
1200,"Großer Holzschild",1
1201,"Glanzloser Langschild",1
1202,Wallschild,1
1203,"Aegis von Sturmwind",3
1204,"Der grüne Turm",4
1205,Melonensaft,1
1206,Moosachat,2
1207,Zackenstreitkolben,2
1208,"Maybells Liebesbrief",1
1210,Schattenedelstein,2
1211,Gnollkriegsharnisch,2
1212,Gnollspeichel,0
1213,Gnollarmschienen,1
1214,Gnollprügel,2
1215,Stützgurt,2
1217,"Unbekannte Belohnung",1
1218,"Schwere Gnollkriegskeule",2
1219,Rotkammmachete,2
1220,Werwolfaxt,2
1221,Welpenbauchschuppe,1
1251,Leinenverband,1
1252,"Oma Steinfelds Nachricht",1
1254,"Geringer Feuerstein",1
1256,Kristalltangwedel,1
1257,Unsichtbarkeitsschnaps,1
1260,"Tharil'zuns Kopf",1
1261,Mitternachtskugel,1
1262,"Fässchen Donnerbräu Lagerbier",1
1263,Hirnhacker,4
1264,Kopfberster,2
1265,Skorpionstachel,3
1270,"Fein gewebter Umhang",2
1273,Waldkettenpanzer,2
1274,Hopfen,1
1275,"Kettenmantel des Stellvertreters",2
1276,"Feuergehärteter Rundschild",2
1280,Kapuzenmantel,2
1282,Glanzmetallhelmkappe,2
1283,"Verners Notiz",1
1284,"Kiste mit Hufeisen",1
1287,Riesentarantelfangzahn,2
1288,"Großer Giftbeutel",1
1292,Schlächterbeil,3
1293,"Die Situation von Seenhain",1
1294,"Die Antwort des Generals",1
1296,Schwarzfelsstreitkolben,2
1297,"Roben des Schattenzauberers",2
1299,"Geringer Gürtel der Spitze",2
1300,"Geringer Stab der Spitze",2
1302,Schwarzwelpenhandschuhe,2
1303,Brückenarbeiterhandschuhe,2
1304,Reithandschuhe,2
1306,"Handgelenksschützer der Wolfsmähne",2
1307,Goldabholplan,1
1309,"Oslows Werkzeugkasten",1
1310,"Hose des Schmieds",2
1314,Ghulfinger,2
1315,Lilienkranz,4
1317,"Gehärteter Wurzelstab",2
1318,Nachthäscher,3
1319,"Ring des eisernen Willens",2
1322,Lebertran,1
1325,Narzissenstrauß,1
1326,"Sautierter Sonnenfisch",1
1327,"Wileys Nachricht",1
1349,"Calvinius' Kiste",1
1351,Fingerknochenarmschienen,2
1353,"Shaws Bericht",1
1355,Hirschledercape,2
1357,"Käpt'n Sanders Schatzkarte",1
1358,"Ein Hinweis auf Käpt'n Sanders Schatz",1
1359,"Mit Löwen bedruckte Handschuhe",1
1360,Sturmwindkettenpanzerhandschuhe,1
1361,"Ein weiterer Hinweis auf Käpt'n Sanders Schatz",1
1362,"Letzter Hinweis auf Käpt'n Sanders Schatz",1
1364,"Struppige Lederweste",0
1366,"Struppige Lederhose",0
1367,"Struppige Lederstiefel",0
1368,"Struppige Lederhandschuhe",0
1369,"Struppiger Ledergürtel",0
1370,"Struppige Lederarmschienen",0
1372,"Struppiger Umhang",0
1374,"Ausgefranste Schuhe",0
1376,"Ausgefranster Umhang",0
1377,"Ausgefranste Handschuhe",0
1378,"Ausgefranste Hose",0
1380,"Ausgefranste Robe",0
1381,"Eine mysteriöse Nachricht",1
1382,Steinstreitkolben,1
1383,Steintomahawk,1
1384,"Glanzlose Klinge",1
1387,Ghulfangzahn,2
1388,"Verbogener Stab",1
1389,"Bergbauschlaghammer eines Kobolds",1
1391,"Mystikerstab der Flusspfoten",2
1394,Treibholzkeule,2
1395,Lehrlingshose,0
1396,Akolytenhose,0
1399,"Magische Kerze",1
1401,Grünteeblatt,1
1404,Gezeitenglücksbringer,2
1405,Gischtspeichelstab,2
1406,"Perlenbesetzter Speer",2
1407,"Solomons Hilfegesuch an Westfall",1
1408,"Starkmantels Antwort an Solomon",1
1409,"Solomons Hilfegesuch an Dunkelhain",1
1410,"Schwarzhaupts Antwort an Solomon",1
1411,"Verwitterter Stab",0
1412,"Kunstloses Bastardschwert",0
1413,"Schwächliches Schwert",0
1414,"Gesprungener Vorschlaghammer",0
1415,Zimmermannshammer,0
1416,"Rostiges Kriegsbeil",0
1417,"Gehämmerte Streitaxt",0
1418,"Abgenutzter Ledergürtel",0
1419,"Abgenutzte Lederstiefel",0
1420,"Abgenutzte Lederarmschienen",0
1421,"Abgenutzter Balgumhang",0
1422,"Abgenutzte Lederhandschuhe",0
1423,"Abgenutzte Lederhose",0
1425,"Abgenutzte Lederweste",0
1427,Flickwerkschuhe,0
1429,Flickwerkumhang,0
1430,Flickwerkhandschuhe,0
1431,Flickwerkhose,0
1433,Flickwerkrüstung,0
1434,"Glimmender Wachsstecken",1
1436,Grenzerkniehosen,2
1438,Kriegerschild,1
1440,Gnollschädelberster,2
1443,"Juwelenbesetztes Amulett von Cainwyn",4
1445,Schwarzfelsschulterstücke,1
1446,Schwarzfelsstiefel,2
1447,"Ring der Retter",4
1448,Schwarzfelsstulpen,2
1449,"Schwacher Kanalisierungsring",2
1451,"Flasche mit Zombiesaft",1
1453,"Spektraler Kamm",1
1454,"Axt des Vollstreckers",3
1455,Schwarzfelsheldenaxt,2
1457,Schattenfellstreitkolben,2
1458,Schattenfellschlägel,2
1459,Schattenfellskalpschneide,2
1460,Schattenfellzweihandschwert,2
1461,"Streitaxt des Töters",2
1462,"Ring des Schattens",2
1464,Bussardkralle,0
1465,Tigerbann,2
1467,"Gefleckter Sonnenfisch",1
1468,Murlocflosse,1
1469,"Krummsäbel von Atun",2
1470,"Tasche aus Murlochaut",1
1473,Flussuferstab,2
1475,"Kleiner Giftbeutel",1
1476,"Abgeknicktes Spinnengliedmaß",0
1477,"Rolle der Beweglichkeit II",1
1478,"Rolle des Schutzes II",1
1479,"Salmas Topfhandschuhe",1
1480,"Faust der Volksmiliz",2
1481,Grimmklaue,3
1482,"Klinge von Schattenfang",3
1483,Gesichtzerkracher,3
1484,Hexenstock,3
1485,Heugabel,0
1486,Baumrindenjacke,3
1487,"Herbeigezauberter Pumpernickel",1
1488,Rächerrüstung,3
1489,Düsternishüllenrüstung,3
1490,Wächtertalisman,2
1491,"Ring der Präzision",3
1493,"Schwerer Marodeurskrummsäbel",3
1495,Kattunschuhe,0
1497,Kattunumhang,0
1498,Kattunhandschuhe,0
1499,Kattunhose,0
1501,Kattuntunika,0
1502,"Verformter Ledergürtel",0
1503,"Verformte Lederstiefel",0
1504,"Verformte Lederarmschienen",0
1505,"Verformter Umhang",0
1506,"Verformte Lederhandschuhe",0
1507,"Verformte Lederhose",0
1509,"Verformte Lederweste",0
1510,"Schwerer Hammer",0
1511,"Schwert der Bürgerlichen",0
1512,"Kunstlose Streitaxt",0
1513,"Altes Großschwert",0
1514,"Rostiger Kriegshammer",0
1515,"Rauer Holzstab",0
1516,"Abgenutztes Kriegsbeil",0
1518,Geisterhaarkamm,1
1519,"Ohr der Blutskalpe",1
1520,Trollschweiß,0
1521,"Schwerfällige Ogeraxt",2
1522,Kopfjägerspeer,2
1523,"Gewaltige Steinkeule",2
1524,"Hauer der Schädelspalter",1
1528,"Hand voll Hafer",1
1529,Jade,2
1532,Schrumpfkopf,1
1537,"Graumähnes Futtersack",1
1539,"Knorriger Einsiedlerstab",2
1547,"Schild des Glaubens",2
1557,"Rundschild der Meere",2
1560,"Sandalen der Blaukiemen",2
1561,"Robe des Erntearbeiters",2
1566,"Schneide der Volksmiliz",2
1596,Geisterhaarfaden,1
1598,Faulblüte,1
1602,Sichelaxt,3
1604,"Chromatisches Schwert",2
1607,Seelenbewahrer,3
1608,"Schädelberstender Streitkolben",2
1613,Geisterjägerstab,2
1624,"Helm der Schädelspalter",2
1625,"Exquisiter Flamberg",2
1630,"Zerbrochene Elektrolaterne",0
1637,"Brief an Ello",1
1639,Grinseraxt,2
1640,"Monströse Kriegsaxt",2
1645,Mondbeerensaft,1
1652,"Stabile Vesperdose",1
1656,"Übersetzter Brief",1
1659,Ingenieurshandschuhe,2
1664,Zaubermachtrute,2
1677,Drachenschuppenweste,2
1678,"Schwarze Ogerkicker",3
1679,Eisenprügel,2
1680,Kopffäller,2
1685,Trollbalgtasche,1
1686,"Gesträubtes Schnurrbarthaar",0
1687,"Einziehbare Klaue",0
1688,"Langer weicher Schwanz",0
1696,"Geschwungene Raptorkralle",0
1697,"Wuchtiger Raptorzahn",0
1701,"Geschwungene Basiliskenklaue",0
1702,"Intaktes Basiliskenrückgrat",0
1703,"Kristallenes Basiliskenrückgrat",1
1705,"Geringer Mondstein",2
1706,Azurtiefensplitter,0
1707,"Brie aus Sturmwind",1
1708,"Süßer Nektar",1
1710,"Großer Heiltrank",1
1711,"Rolle der Ausdauer II",1
1712,"Rolle der Willenskraft II",1
1713,"Ankh des Lebens",3
1714,"Caliseas Halskette",3
1715,"Polierte Jazeraintrüstung",3
1716,"Robe der Weisen",3
1717,Doppelverbundtunika,3
1718,Basiliskenbalghose,3
1720,Wirrholzstab,3
1721,Wikingerkriegshammer,3
1722,Dornsteinvorschlaghammer,3
1725,"Große Reisetasche",1
1726,"Knochenspeer mit Giftspitze",3
1727,"Schwert des Verfalls",3
1728,"Teebus Langschwert der Loderflammen",4
1729,"Rupfensack der Nachtwache",1
1730,"Abgenutzter Panzergürtel",0
1731,"Abgenutzte Panzerstiefel",0
1732,"Abgenutzte Panzerarmschienen",0
1733,"Abgenutzter Umhang",0
1734,"Abgenutzte Panzerhandschuhe",0
1735,"Abgenutzte Panzerhose",0
1737,"Abgenutzte Panzerweste",0
1738,"Geschnürter Panzergürtel",0
1739,"Geschnürte Panzerstiefel",0
1740,"Geschnürte Panzerarmschienen",0
1741,"Geschnürter Umhang",0
1742,"Geschnürte Panzerhandschuhe",0
1743,"Geschnürte Panzerhose",0
1744,"Geschnürte Panzerschulterpolster",0
1745,"Geschnürte Panzerweste",0
1746,"Gekettelter Gürtel",0
1747,"Gekettelte Stiefel",0
1748,"Gekettelte Armschienen",0
1749,"Gekettelter Umhang",0
1750,"Gekettelte Handschuhe",0
1751,"Gekettelte Hose",0
1752,"Gekettelte Schulterpolster",0
1753,"Gekettelte Weste",0
1754,"Verstärkter Kettengürtel",0
1755,"Verstärkte Kettenstiefel",0
1756,"Verstärkte Kettenarmschienen",0
1757,"Verstärkter Kettenumhang",0
1758,"Verstärkte Kettenhandschuhe",0
1759,"Verstärkte Kettenhose",0
1760,"Verstärkte Kettenschulterpolster",0
1761,"Verstärkte Kettenweste",0
1764,Segeltuchschuhe,0
1766,Segeltuchumhang,0
1767,Segeltuchhandschuhe,0
1768,Segeltuchhose,0
1769,Segeltuchschulterpolster,0
1770,Segeltuchweste,0
1772,Brokatschuhe,0
1774,Brokatumhang,0
1775,Brokathandschuhe,0
1776,Brokathose,0
1777,Brokatschulterpolster,0
1778,Brokatweste,0
1780,Kreuznahtsandalen,0
1782,Kreuznahtumhang,0
1783,Kreuznahthandschuhe,0
1784,Kreuznahthose,0
1785,Kreuznahtschulterpolster,0
1786,Kreuznahtweste,0
1787,"Geflickter Ledergürtel",0
1788,"Geflickte Lederstiefel",0
1789,"Geflickte Lederarmschienen",0
1790,"Geflickter Umhang",0
1791,"Geflickte Lederhandschuhe",0
1792,"Geflickte Lederhose",0
1793,"Geflickte Lederschulterpolster",0
1794,"Geflicktes Lederwams",0
1795,Rohledergürtel,0
1796,Rohlederstiefel,0
1797,Rohlederarmschienen,0
1798,Rohlederumhang,0
1799,Rohlederhandschuhe,0
1800,Rohlederhose,0
1801,Rohlederschulterpolster,0
1802,Rohledertunika,0
1803,"Fester Ledergürtel",0
1804,"Feste Lederstiefel",0
1805,"Feste Lederarmschienen",0
1806,"Fester Umhang",0
1807,"Feste Lederhandschuhe",0
1808,"Feste Lederhose",0
1809,"Feste Lederschulterpolster",0
1810,"Feste Lederrüstung",0
1811,"Stumpfes Claymore",0
1812,"Kurzstielige Streitaxt",0
1813,"Gesplitterter Bauernstecken",0
1814,"Ramponierter Schlaghammer",0
1815,Ornamentstreitkolben,0
1816,"Unausgewuchtete Axt",0
1817,"Stämmiges Kurzschwert",0
1818,Standardclaymore,0
1819,Stechhacke,0
1820,"Hölzerner Schlägel",0
1821,"Verformte Klinge",0
1822,Zedernholzwanderstecken,0
1823,Schlägerknüppel,0
1824,"Glänzende Kriegsaxt",0
1825,"Unförmiger Knüttel",0
1826,Steinschlägel,0
1827,Fleischerbeil,0
1828,Steinkriegsaxt,0
1829,"Kurzer Entersäbel",0
1830,"Langes Bastardschwert",0
1831,"Eichener Kriegsstab",0
1832,Glücksbeinkleider,2
1835,"Schmutziger Ledergürtel",1
1836,"Schmutzige Lederarmschienen",1
1839,"Rauer Ledergürtel",1
1840,"Raue Lederarmschienen",1
1843,"Gegerbter Ledergürtel",1
1844,"Gegerbte Lederarmschienen",1
1845,Kettenpanzergürtel,1
1846,Kettenpanzerarmschienen,1
1849,"Geschmeidiger Ledergürtel",1
1850,"Geschmeidige Lederarmschienen",1
1852,Schuppenpanzerarmschienen,1
1853,Schuppenpanzergürtel,1
1875,"Distelklettes Abzeichen",1
1893,"Rache des Minenarbeiters",2
1894,"Gewerkschaftsausweis eines Minenarbeiters",1
1913,"Beschlagener Totschläger",1
1917,"Juwelenbesetzter Dolch",2
1922,"Vorräte für Sven",1
1923,"Ranzen des Botschafters",1
1925,"Rapier der Defias",2
1926,"Beschwerter Prügel",2
1927,Todesminenspaltbeil,2
1928,"Magierstab der Defias",2
1929,"Seidendurchwirkte Beinkleider",2
1930,Steinmetzumhang,2
1931,"Gewaltige Gnollklaue",1
1933,"Stab der Herbeizauberei",2
1934,Steinmetzbeinkleider,2
1935,Assassinenklinge,3
1936,Goblinschraubendreher,2
1937,Kreissäge,3
1938,Blockschlaghammer,2
1939,"Schlauch mit süßem Rum",1
1941,"Fässlein mit Merlot",1
1942,"Flasche mit Fusel",1
1943,Goblinpanzergamaschen,2
1944,Metallarbeiterhandschuhe,2
1945,Holzarbeiterhandschuhe,2
1946,"Marys Handspiegel",1
1951,Schwarzmeerentersäbel,2
1955,"Kettenstiefel des Drachenmals",2
1956,"Verblasster Schattenfellanhänger",1
1958,"Versteinerter Schienbeinknochen",2
1959,Kalteisenhacke,2
1962,"Leuchtender Schattenfellanhänger",1
1965,"Weiße Wolfsfellhandschuhe",1
1968,Ogermonokel,1
1970,"Wiederherstellender Balsam",1
1971,"Brauenwirbels Urkunde",1
1972,"Urkunde von Westfall",1
1973,Täuschungskugel,3
1974,Geiststoßarmschienen,3
1975,"Pysans altes Großschwert",3
1976,Schlackenhammer,3
1978,Wolfsklauenhandschuhe,3
1979,"Mauer der Toten",4
1980,Unterweltband,4
1981,Eispanzerwams,4
1982,Nachtklinge,4
1986,Darmfetzer,2
1987,"Krazeks reparierter Topf",1
1988,Oberbrigadierstulpen,2
1990,Ballastschlägel,2
1991,Goblinsuperschaufler,2
1992,Schlammfröstelfetisch,3
1993,Ogergeistring,2
1994,Schwarzkrallenreißer,2
1996,Voodooband,2
1997,"Gebügelte Filzrobe",2
1998,"Kanalisierungsstab der Blutskalpe",2
2000,Archeus,2
2004,"Grelin Weißbarts Tagebuch",1
2005,"Die erste Trolllegende",1
2006,"Die zweite Trolllegende",1
2007,"Die dritte Trolllegende",1
2008,"Die vierte Trolllegende",1
2011,"Verdrehter Säbel",3
2013,Gruftknochenstab,2
2014,Schwarzmetallgroßschwert,2
2015,Schwarzmetallkriegsaxt,2
2017,"Leuchtende Lederarmschienen",2
2018,Skelettlangschwert,2
2020,Hohlzahnklinge,2
2021,"Grüner Knochenpanzerschild",2
2024,Espandon,1
2025,Hakenaxt,1
2026,Felshammer,1
2027,Krummsäbel,1
2028,Hammer,1
2029,Spaltbeil,1
2030,"Knorriger Stab",1
2032,Gallanmanschetten,2
2033,Botschafterstiefel,2
2034,Gelehrtenroben,2
2035,"Schwert des Nachthimmels",2
2036,"Verstaubte Bergbauhandschuhe",2
2037,"Stiefel des Tunnelgräbers",2
2039,Flachlandring,3
2040,Trollbeschützer,3
2041,"Tunika von Westfall",3
2042,"Stab von Westfall",3
2043,"Ring der unglückseligen Geister",3
2044,"Sichel der unglückseligen Geister",3
2046,"Kukri der Blaukiemen",2
2047,Ambossarhandaxt,1
2048,Ambossarhammer,1
2054,Trogghandaxt,1
2055,"Kleiner Holzhammer",1
2057,"Eingedelltes Kurzschwert der Defias",1
2058,"Kazons Schlägel",2
2059,Wachpostenumhang,3
2064,Troggkeule,1
2065,"Klinge der Felsenkiefer",1
2066,Schädelkriegsbeil,1
2067,Frostbissstab,1
2069,Schwarzbärenbalgweste,1
2070,"Darnassischer Blauschimmelkäse",1
2072,"Zwergischer Magierstab",2
2073,"Zwergisches Kriegsbeil",2
2074,"Robuste Kurzklinge",2
2075,Priesterstreitkolben,2
2077,Magicusstab,2
2078,"Nordisches Kurzschwert",2
2079,Unteroffizierskriegshammer,2
2080,Hügelkämpferaxt,2
2082,"Hexknalls Rupfensack",1
2084,Dunkelstahlbastardschwert,2
2085,Fleischbrocken,0
2087,"Harter Kriecherknochenpanzer",2
2088,"Langes Kriechergliedmaß",2
2089,"Kunstvoll geschnitzter Dolch",2
2091,"Magischer Staub",1
2092,"Abgenutzter Dolch",1
2098,"Doppelläufige Schrotflinte",3
2099,"Zwergische Handkanone",4
2100,"Präzise kalibriertes Schießeisen",4
2101,"Leichter Köcher",1
2102,"Kleiner Munitionsbeutel",1
2105,Rohlingshemd,1
2108,"Lederweste der Frostmähnen",1
2109,"Kettenweste der Frostmähnen",1
2110,"Leichte Magierschmiedrobe",1
2112,Holzfällerwams,1
2113,"Calors Notiz",1
2114,"Schneebedeckte Robe",1
2117,"Dünne Stoffschuhe",1
2119,"Dünne Stoffhandschuhe",1
2120,"Dünne Stoffhose",1
2121,"Dünne Stoffrüstung",1
2122,"Gesprungener Ledergürtel",1
2123,"Gesprungene Lederstiefel",1
2124,"Gesprungene Lederarmschienen",1
2125,"Gesprungene Lederhandschuhe",1
2126,"Gesprungene Lederhose",1
2127,"Gesprungene Lederweste",1
2129,"Großer runder Schild",1
2130,Keule,1
2131,Kurzschwert,1
2132,Kurzstab,1
2133,,1
2134,Handaxt,1
2136,"Herbeigezaubertes geläutertes Wasser",1
2137,Schnippelmesser,1
2138,"Geschärfter Brieföffner",0
2139,Langdolch,1
2140,Schnitzmesser,2
2141,Weichlederweste,1
2142,Weichledergürtel,1
2143,Weichlederstiefel,1
2144,Weichlederarmschienen,1
2145,Weichlederhandschuhe,1
2146,Weichlederhose,1
2148,"Polierter Schuppengürtel",1
2149,"Polierte Schuppenstiefel",1
2150,"Polierte Schuppenarmschienen",1
2151,"Polierte Schuppenhandschuhe",1
2152,"Polierte Schuppengamaschen",1
